127.0.0.1 - - [10/Feb/2026:14:05:49 -0300] "GET / HTTP/1.1" 404 764
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:07:25 -0300] "GET /brewer/javascripts/vendors/jquery.maskMoney.min.js HTTP/1.1" 200 7029
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:07:25 -0300] "GET /brewer/javascripts/vendors/bootstrap-datepicker.min.js HTTP/1.1" 200 32708
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:07:25 -0300] "GET /brewer/javascripts/brewer.js HTTP/1.1" 200 2764
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:07:25 -0300] "GET /brewer/javascripts/vendors/pt-br.min.js HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:07:25 -0300] "GET /brewer/javascripts/vendors/jquery.easy-autocomplete.min.js HTTP/1.1" 200 15833
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:07:25 -0300] "GET /brewer/javascripts/vendors/bootstrap-datepicker.pt-BR.min.js HTTP/1.1" 200 504
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:07:25 -0300] "GET /brewer/javascripts/vendors/handlebars.min.js HTTP/1.1" 200 72614
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:07:25 -0300] "GET /brewer/javascripts/cliente.pesquisa-rapida.js HTTP/1.1" 200 3159
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:07:25 -0300] "GET /brewer/javascripts/venda.autocomplete-itens.js HTTP/1.1" 200 1858
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:07:25 -0300] "GET /brewer/javascripts/vendors/jquery.easy-autocomplete.min.js HTTP/1.1" 200 15833
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:07:25 -0300] "GET /brewer/javascripts/vendors/handlebars.min.js HTTP/1.1" 200 72614
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:07:25 -0300] "GET /brewer/javascripts/cliente.pesquisa-rapida.js HTTP/1.1" 200 3159
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:07:25 -0300] "GET /brewer/fotos/thumbnail.cervejas-mock.png HTTP/1.1" 500 1454
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:07:25 -0300] "GET /brewer/javascripts/venda.autocomplete-itens.js HTTP/1.1" 200 1858
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:08:55 -0300] "GET /brewer/stylesheets/vendors/easy-autocomplete.themes.min.css HTTP/1.1" 200 5277
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:08:55 -0300] "GET /brewer/stylesheets/vendors/easy-autocomplete.min.css HTTP/1.1" 200 8236
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:08:55 -0300] "GET /brewer/stylesheets/brewer.css HTTP/1.1" 200 5663
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:08:55 -0300] "GET /brewer/stylesheets/vendors/bootstrap-datepicker.standalone.min.css HTTP/1.1" 200 16529
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:08:55 -0300] "GET /brewer/vendas/nova HTTP/1.1" 200 15480
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:08:55 -0300] "GET /brewer/javascripts/vendors/jquery.maskMoney.min.js HTTP/1.1" 200 7029
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:08:55 -0300] "GET /brewer/javascripts/vendors/bootstrap-datepicker.min.js HTTP/1.1" 200 32708
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:08:55 -0300] "GET /brewer/javascripts/vendors/bootstrap-datepicker.pt-BR.min.js HTTP/1.1" 200 504
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:08:55 -0300] "GET /brewer/javascripts/vendors/numeral.min.js HTTP/1.1" 200 6987
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:08:55 -0300] "GET /brewer/javascripts/vendors/jquery.mask.min.js HTTP/1.1" 200 8327
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:08:55 -0300] "GET /brewer/javascripts/cliente.pesquisa-rapida.js HTTP/1.1" 200 3159
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:08:55 -0300] "GET /brewer/javascripts/brewer.js HTTP/1.1" 200 2764
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:08:55 -0300] "GET /brewer/javascripts/vendors/jquery.easy-autocomplete.min.js HTTP/1.1" 200 15833
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:08:55 -0300] "GET /brewer/javascripts/vendors/handlebars.min.js HTTP/1.1" 200 72614
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:08:55 -0300] "GET /brewer/javascripts/vendors/pt-br.min.js HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:08:55 -0300] "GET /brewer/javascripts/venda.autocomplete-itens.js HTTP/1.1" 200 1858
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:08:55 -0300] "GET /brewer/fotos/thumbnail.cervejas-mock.png HTTP/1.1" 200 3071
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:08:55 -0300] "GET /brewer/javascripts/vendors/jquery.easy-autocomplete.min.js HTTP/1.1" 200 15833
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:08:55 -0300] "GET /brewer/javascripts/vendors/handlebars.min.js HTTP/1.1" 200 72614
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:08:55 -0300] "GET /brewer/javascripts/cliente.pesquisa-rapida.js HTTP/1.1" 200 3159
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:08:55 -0300] "GET /brewer/javascripts/venda.autocomplete-itens.js HTTP/1.1" 200 1858
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:19:55 -0300] "GET /brewer/stylesheets/vendors/easy-autocomplete.min.css HTTP/1.1" 200 8236
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:19:55 -0300] "GET /brewer/vendas/nova HTTP/1.1" 200 15480
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:19:55 -0300] "GET /brewer/stylesheets/vendors/bootstrap-datepicker.standalone.min.css HTTP/1.1" 200 16529
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:19:55 -0300] "GET /brewer/stylesheets/vendors/easy-autocomplete.themes.min.css HTTP/1.1" 200 5277
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:19:55 -0300] "GET /brewer/stylesheets/brewer.css HTTP/1.1" 200 5663
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:19:55 -0300] "GET /brewer/javascripts/vendors/jquery.maskMoney.min.js HTTP/1.1" 200 7029
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:19:55 -0300] "GET /brewer/fotos/thumbnail.cervejas-mock.png HTTP/1.1" 200 3071
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:19:55 -0300] "GET /brewer/javascripts/vendors/jquery.mask.min.js HTTP/1.1" 200 8327
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:19:55 -0300] "GET /brewer/javascripts/vendors/bootstrap-datepicker.pt-BR.min.js HTTP/1.1" 200 504
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:19:55 -0300] "GET /brewer/javascripts/vendors/bootstrap-datepicker.min.js HTTP/1.1" 200 32708
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:19:55 -0300] "GET /brewer/javascripts/brewer.js HTTP/1.1" 200 2764
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:19:55 -0300] "GET /brewer/javascripts/vendors/jquery.easy-autocomplete.min.js HTTP/1.1" 200 15833
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:19:55 -0300] "GET /brewer/javascripts/vendors/pt-br.min.js HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:19:55 -0300] "GET /brewer/javascripts/vendors/numeral.min.js HTTP/1.1" 200 6987
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:19:55 -0300] "GET /brewer/javascripts/venda.autocomplete-itens.js HTTP/1.1" 200 1858
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:19:55 -0300] "GET /brewer/javascripts/vendors/handlebars.min.js HTTP/1.1" 200 72614
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:19:55 -0300] "GET /brewer/javascripts/cliente.pesquisa-rapida.js HTTP/1.1" 200 3159
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:19:55 -0300] "GET /brewer/javascripts/vendors/jquery.easy-autocomplete.min.js HTTP/1.1" 200 15833
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:19:55 -0300] "GET /brewer/javascripts/vendors/handlebars.min.js HTTP/1.1" 200 72614
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:19:55 -0300] "GET /brewer/javascripts/cliente.pesquisa-rapida.js HTTP/1.1" 200 3159
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:19:55 -0300] "GET /brewer/javascripts/venda.autocomplete-itens.js HTTP/1.1" 200 1858
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:19:59 -0300] "GET /brewer/stylesheets/brewer.css HTTP/1.1" 200 5663
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:19:59 -0300] "GET /brewer/stylesheets/vendors/bootstrap-datepicker.standalone.min.css HTTP/1.1" 200 16529
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:19:59 -0300] "GET /brewer/cervejas HTTP/1.1" 200 15079
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:19:59 -0300] "GET /brewer/fotos/7bde00b8-dd42-4594-853e-6c28927599c9_cerveja.jpg HTTP/1.1" 200 3375
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:19:59 -0300] "GET /brewer/javascripts/vendors/bootstrap-datepicker.pt-BR.min.js HTTP/1.1" 200 504
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:19:59 -0300] "GET /brewer/javascripts/vendors/bootstrap-datepicker.min.js HTTP/1.1" 200 32708
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:19:59 -0300] "GET /brewer/javascripts/vendors/jquery.maskMoney.min.js HTTP/1.1" 200 7029
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:19:59 -0300] "GET /brewer/javascripts/vendors/pt-br.min.js HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:19:59 -0300] "GET /brewer/fotos/9570c0fb-bbbb-4910-b1fd-4cdb2afcdd40_patagonia.jpg HTTP/1.1" 200 28295
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:19:59 -0300] "GET /brewer/javascripts/vendors/jquery.mask.min.js HTTP/1.1" 200 8327
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:19:59 -0300] "GET /brewer/javascripts/brewer.js HTTP/1.1" 200 2764
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:19:59 -0300] "GET /brewer/javascripts/vendors/numeral.min.js HTTP/1.1" 200 6987
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:20:02 -0300] "GET /brewer/vendas/nova HTTP/1.1" 200 15480
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:20:02 -0300] "GET /brewer/fotos/thumbnail.cervejas-mock.png HTTP/1.1" 200 3071
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:20:02 -0300] "GET /brewer/stylesheets/vendors/easy-autocomplete.themes.min.css HTTP/1.1" 200 5277
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:20:02 -0300] "GET /brewer/javascripts/vendors/jquery.maskMoney.min.js HTTP/1.1" 200 7029
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:20:02 -0300] "GET /brewer/stylesheets/vendors/bootstrap-datepicker.standalone.min.css HTTP/1.1" 200 16529
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:20:02 -0300] "GET /brewer/stylesheets/brewer.css HTTP/1.1" 200 5663
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:20:03 -0300] "GET /brewer/stylesheets/vendors/easy-autocomplete.min.css HTTP/1.1" 200 8236
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:20:03 -0300] "GET /brewer/javascripts/vendors/jquery.mask.min.js HTTP/1.1" 200 8327
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:20:03 -0300] "GET /brewer/javascripts/vendors/bootstrap-datepicker.min.js HTTP/1.1" 200 32708
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:20:03 -0300] "GET /brewer/javascripts/vendors/numeral.min.js HTTP/1.1" 200 6987
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:20:03 -0300] "GET /brewer/javascripts/vendors/pt-br.min.js HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:20:03 -0300] "GET /brewer/javascripts/vendors/bootstrap-datepicker.pt-BR.min.js HTTP/1.1" 200 504
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:20:03 -0300] "GET /brewer/javascripts/brewer.js HTTP/1.1" 200 2764
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:20:03 -0300] "GET /brewer/javascripts/vendors/jquery.easy-autocomplete.min.js HTTP/1.1" 200 15833
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:20:03 -0300] "GET /brewer/javascripts/vendors/handlebars.min.js HTTP/1.1" 200 72614
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:20:03 -0300] "GET /brewer/javascripts/cliente.pesquisa-rapida.js HTTP/1.1" 200 3159
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:20:03 -0300] "GET /brewer/javascripts/venda.autocomplete-itens.js HTTP/1.1" 200 1858
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:20:03 -0300] "GET /brewer/javascripts/vendors/jquery.easy-autocomplete.min.js HTTP/1.1" 200 15833
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:20:03 -0300] "GET /brewer/javascripts/vendors/handlebars.min.js HTTP/1.1" 200 72614
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:20:03 -0300] "GET /brewer/javascripts/cliente.pesquisa-rapida.js HTTP/1.1" 200 3159
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:20:03 -0300] "GET /brewer/javascripts/venda.autocomplete-itens.js HTTP/1.1" 200 1858
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:20:06 -0300] "GET /brewer/cervejas?skuOuNome=bec HTTP/1.1" 200 186
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:20:06 -0300] "GET /brewer/fotos/thumbnail.7bde00b8-dd42-4594-853e-6c28927599c9_cerveja.jpg HTTP/1.1" 200 859
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:20:10 -0300] "GET /brewer/cervejas?skuOuNome=neg HTTP/1.1" 200 201
0:0:0:0:0:0:0:1 - - [10/Feb/2026:14:20:10 -0300] "GET /brewer/fotos/thumbnail.9570c0fb-bbbb-4910-b1fd-4cdb2afcdd40_patagonia.jpg HTTP/1.1" 200 1154
